feature_0,feature_1,feature_2,feature_3,feature_4,label
0.3372633,0.39759028,0.74090755,0.5846756,0.70574826,1.0
0.4977638,0.13532466,0.7893304,0.3074553,0.5046992,0.0
0.85170496,0.0023835301,0.6636356,0.4544115,0.42000824,0.0
0.24450147,0.037689924,0.88360834,0.92274624,0.8797325,0.0
0.89993495,0.10338509,0.82882553,0.86022073,0.0668931,1.0
0.42557424,0.29641908,0.69937795,0.9442901,0.7649894,1.0
0.440475,0.45217133,0.08305353,0.48847902,0.8294325,1.0
0.7708762,0.18349797,0.6840234,0.73761183,0.0018043518,0.0
0.10668218,0.46383142,0.3966272,0.94482696,0.07377726,1.0
0.40303093,0.40982366,0.45386994,0.7008493,0.10810399,0.0
0.74231005,0.15980744,0.4269877,0.9359061,0.23615062,1.0
0.6849139,0.6747709,0.41155547,0.8856336,0.7909121,0.0
0.07503092,0.8174083,0.43486887,0.40465719,0.10896301,0.0
0.66927314,0.30980182,0.12863547,0.07411909,0.30901498,0.0
0.15714693,0.28895164,0.5574349,0.053438485,0.6124798,0.0
0.20310616,0.10474664,0.69243723,0.08495873,0.386598,1.0
0.43409944,0.016587794,0.9234444,0.26853275,0.49849343,1.0
0.18888861,0.27383775,0.55224466,0.9319391,0.4195519,0.0
0.41429442,0.76519775,0.46835834,0.008706987,0.35921592,0.0
0.23629427,0.11203271,0.6427333,0.22122383,0.45001525,0.0
0.060426712,0.48730403,0.5546589,0.06540364,0.093955755,1.0
0.37586933,0.49503928,0.029623687,0.15617436,0.4241252,1.0
0.8181782,0.055027306,0.11467022,0.35292137,0.4299035,0.0
0.78598624,0.8981681,0.4896819,0.1302005,0.37909222,0.0
0.66952485,0.5765509,0.85946196,0.3289256,0.92864007,1.0
0.8125165,0.7198907,0.86030567,0.92381597,0.1903354,1.0
0.24641097,0.66543126,0.46268857,0.45090413,0.5237541,1.0
0.060485005,0.37968606,0.41458434,0.26831973,0.9605775,1.0
0.6761087,0.6083188,0.9791569,0.8292348,0.00013411045,0.0
0.88201636,0.9610876,0.68466115,0.6322947,0.55789554,0.0
0.69906485,0.9144791,0.4533617,0.6819297,0.7389165,0.0
0.42149758,0.3777216,0.53212917,0.44432545,0.5644221,0.0
0.049466968,0.737447,0.24471462,0.81334424,0.22716826,0.0
0.7929038,0.94181734,0.75438756,0.34735477,0.87819755,1.0
0.085136,0.9603118,0.35366863,0.5638044,0.6809622,0.0
0.22750163,0.5032328,0.13216805,0.049331367,0.90696234,1.0
0.95606184,0.5197214,0.5188167,0.93277895,0.5522141,1.0
0.6823355,0.19587731,0.3508525,0.015440464,0.01597172,0.0
0.6149065,0.44558918,0.27711427,0.023590386,0.9419297,0.0
0.9837081,0.4424631,0.6400153,0.24156666,0.73899746,0.0
0.72066635,0.31744808,0.67781216,0.69853324,0.81128883,1.0
0.3939132,0.61766005,0.3116144,0.8985876,0.7239154,1.0
0.46697956,0.54792285,0.89380425,0.9436611,0.6783197,0.0
0.5046708,0.6854099,0.048210263,0.49082285,0.95211625,1.0
0.92284733,0.51040596,0.3917309,0.98248833,0.57346004,1.0
0.9402886,0.9975459,0.008597732,0.80063426,0.8254766,0.0
0.010289192,0.696821,0.3155014,0.43202847,0.29252237,1.0
0.43378335,0.4678411,0.49440175,0.47792262,0.49268782,0.0
0.55183834,0.7652431,0.06918299,0.8063157,0.3110271,1.0
0.5032758,0.7010199,0.22677791,0.42783618,0.39904863,0.0
0.7738946,0.029096007,0.41242206,0.52883744,0.10890645,0.0
0.952681,0.051954567,0.3180619,0.36370337,0.7415924,1.0
0.8126823,0.91348696,0.040516675,0.7056114,0.39796758,0.0
0.08833599,0.283666,0.5857976,0.063959956,0.6435899,0.0
0.9173885,0.70083505,0.65554684,0.8467835,0.9641066,0.0
0.7298559,0.5390533,0.08411044,0.33307558,0.5576295,0.0
0.70251876,0.30193192,0.16683179,0.48106617,0.07641876,0.0
0.649084,0.107339025,0.9263884,0.8752612,0.589672,0.0
0.7056313,0.96583104,0.4783417,0.5686162,0.5253968,0.0
0.84663516,0.6902632,0.8085792,0.53101987,0.4801669,0.0
0.6808286,0.3903941,0.52754635,0.51509666,0.7491713,1.0
0.43158352,0.7292958,0.33565307,0.89936835,0.14951229,1.0
0.3106495,0.8945701,0.31876886,0.5877488,0.107945204,1.0
0.938074,0.12892836,0.9536907,0.07109773,0.14546317,0.0
0.08042765,0.8678038,0.001856029,0.5352952,0.12920189,0.0
0.31505954,0.70054686,0.04465002,0.13083333,0.8284603,1.0
0.26948535,0.22113729,0.5880477,0.16393954,0.98171026,0.0
0.32166457,0.098220885,0.20597714,0.29672498,0.6817438,1.0
0.6761537,0.6094683,0.021331668,0.96925545,0.94140774,0.0
0.09951234,0.9988922,0.7120408,0.7630619,0.42512667,1.0
0.3098079,0.61528385,0.9679965,0.9111525,0.7795071,1.0
0.5782037,0.16765791,0.7888696,0.49306464,0.7274661,0.0
0.93393457,0.18758547,0.6478012,0.82353425,0.3094753,1.0
0.86776125,0.35565245,0.22394621,0.13021499,0.044840574,0.0
0.89449894,0.36897105,0.7906476,0.21675795,0.76100814,0.0
0.9661067,0.9387645,0.6331876,0.78058076,0.37214118,0.0
0.2717418,0.4521407,0.06898469,0.35936457,0.050877094,1.0
0.8005143,0.7870697,0.65948725,0.845721,0.5256657,0.0
0.51008254,0.51923215,0.83561677,0.5752049,0.6944178,1.0
0.30376518,0.7134799,0.7437641,0.804242,0.48169696,1.0
0.83859104,0.08385676,0.25070232,0.6730928,0.41299325,0.0
0.74660116,0.40396553,0.684532,0.044418752,0.85462,0.0
0.13942492,0.8573661,0.8151432,0.82205915,0.8951205,0.0
0.528473,0.34407806,0.3610465,0.5271297,0.27306503,0.0
0.6673481,0.49075377,0.009773791,0.7789642,0.3638687,0.0
0.44243777,0.25226676,0.05687958,0.16031647,0.31058043,0.0
0.37336725,0.83207315,0.14711738,0.77984506,0.77677786,0.0
0.5481474,0.09796804,0.29590696,0.82154995,0.7246813,1.0
0.57070994,0.030288994,0.1938783,0.67368627,0.30357283,1.0
0.98618853,0.40622902,0.14278477,0.8935633,0.77124316,0.0
0.9361893,0.15870458,0.01975143,0.84115446,0.9005148,0.0
0.0051876903,0.19338608,0.67815447,0.114052296,0.22623438,1.0
0.4160232,0.9190862,0.72641355,0.84341633,0.62583584,1.0
0.18398827,0.4256389,0.34160978,0.531785,0.23821968,1.0
0.75943595,0.82474065,0.48614043,0.16987252,0.7984629,0.0
0.88205534,0.6875611,0.18230093,0.39481193,0.40129143,0.0
0.24168837,0.7364813,0.1582014,0.46334404,0.40305138,0.0
0.8355189,0.15143764,0.36833918,0.46610218,0.58053565,0.0
0.034816146,0.65321755,0.5967858,0.8126111,0.45498234,0.0
0.14709479,0.09362209,0.22622603,0.8337886,0.3826217,1.0
0.42230773,0.21336555,0.8117256,0.17266607,0.7274621,1.0
0.90898234,0.18519336,0.3836217,0.12865275,0.6037675,0.0
0.49254638,0.47395056,0.0818423,0.98033565,0.0827896,1.0
0.26620978,0.24110383,0.7760873,0.6666621,0.010766506,0.0
0.6756166,0.80159825,0.70853823,0.4315719,0.6276423,1.0
0.8015442,0.68063456,0.45903516,0.78461325,0.8519204,1.0
0.99956363,0.50117105,0.6061556,0.61455804,0.073260725,1.0
0.09186548,0.602984,0.053164482,0.021073282,0.0915097,0.0
0.6818702,0.92701364,0.040257096,0.79804283,0.8427741,0.0
0.58433765,0.040412128,0.5931102,0.57362413,0.6094569,1.0
0.39560723,0.4835376,0.831005,0.50591177,0.3156417,0.0
0.21823913,0.92928106,0.5090053,0.24713767,0.35629535,0.0
0.27643728,0.30183733,0.9141471,0.20189774,0.33552998,1.0
0.2275638,0.667262,0.6813337,0.721414,0.0036519766,0.0
0.6967875,0.69146365,0.63163,0.83692074,0.26416105,0.0
0.19361806,0.10268813,0.80066067,0.36236167,0.3700226,0.0
0.7751216,0.0040676594,0.4353134,0.82655185,0.30365628,1.0
0.5623844,0.15452003,0.36782312,0.336981,0.66528237,0.0
0.7811486,0.047593355,0.47902882,0.3769169,0.03781855,0.0
0.80791414,0.8566048,0.19248277,0.8513589,0.15625179,1.0
0.09831834,0.43204343,0.040426373,0.13382864,0.05123979,1.0
0.5909664,0.45496416,0.7565082,0.17796874,0.6257053,1.0
0.76504076,0.60086906,0.28798306,0.15661854,0.35440868,0.0
0.9395927,0.6568403,0.09742528,0.084083974,0.4490515,0.0
0.4908415,0.08404547,0.037889957,0.4710096,0.79405344,1.0
0.09118271,0.2126646,0.8429873,0.17239869,0.06764066,0.0
0.788292,0.006197691,0.23849505,0.61587036,0.59521353,1.0
0.40089095,0.95463014,0.99806005,0.8198742,0.12752199,1.0
0.14641649,0.2695111,0.17595184,0.37805617,0.49272686,1.0
0.7666272,0.4383067,0.51913494,0.9563781,0.5774461,0.0
0.81648433,0.25058836,0.52143824,0.83629704,0.65620637,0.0
0.8133322,0.77609897,0.55754715,0.060177445,0.9863445,1.0
0.9287481,0.8269143,0.0066819787,0.068071604,0.31444323,1.0
0.7672362,0.24732965,0.07787794,0.115657926,0.34792173,0.0
0.82303077,0.6169828,0.0007107854,0.42058277,0.48333043,0.0
0.15468097,0.005782187,0.49806917,0.5560362,0.0058535337,1.0
0.88908,0.83692235,0.8406036,0.37775433,0.9875675,1.0
0.7917018,0.7067446,0.046751797,0.7979407,0.38030362,0.0
0.7906289,0.5076175,0.14622617,0.59128153,0.18410665,1.0
0.3581292,0.32613748,0.63717383,0.478809,0.10666841,0.0
0.38071257,0.7422301,0.017573714,0.908381,0.07369262,1.0
0.5581306,0.9869508,0.35156196,0.0017038584,0.9022434,1.0
0.90487665,0.4590373,0.6407585,0.22622567,0.20171887,1.0
0.34958452,0.8714433,0.74388653,0.28269553,0.9951396,1.0
0.8040299,0.0055152774,0.3472824,0.4066496,0.8431261,0.0
0.44437236,0.10533941,0.5467883,0.044040084,0.5127396,1.0
0.9075654,0.31925285,0.612335,0.49674046,0.72614217,1.0
0.04814005,0.63259315,0.18456125,0.44778407,0.98499227,1.0
0.37891263,0.8899576,0.41975242,0.8596179,0.9732207,1.0
0.3531137,0.51492584,0.8981741,0.6276155,0.39699984,0.0
0.6332555,0.03906715,0.6469972,0.13507938,0.812259,0.0
0.049556017,0.33747166,0.6826231,0.23432785,0.48294604,1.0
0.18868363,0.2845328,0.7515831,0.8059651,0.07613182,1.0
0.3505867,0.6797127,0.8316187,0.40754086,0.16109222,0.0
0.48232472,0.5745014,0.8119487,0.5630106,0.21768576,0.0
0.75077784,0.40983045,0.12785071,0.6439084,0.40563297,0.0
0.75269896,0.894442,0.046480358,0.9807338,0.18579406,1.0
0.6735767,0.22315621,0.76785505,0.07436031,0.04515773,1.0
0.6591511,0.42232847,0.7071156,0.65274537,0.66015875,0.0
0.13220936,0.36204797,0.7529592,0.8689495,0.3569646,1.0
0.77213395,0.8825299,0.88555396,0.25514895,0.8881336,1.0
0.5614613,0.6805768,0.5173991,0.29508775,0.3190413,0.0
0.5702501,0.8050346,0.7329328,0.8738139,0.21071076,0.0
0.23318875,0.15764713,0.94291204,0.7865366,0.02813828,1.0
0.9127552,0.2891925,0.45811218,0.23233318,0.36612695,0.0
0.41841108,0.014904141,0.6225684,0.7279497,0.062034905,0.0
0.088371694,0.22909915,0.038520873,0.44141304,0.49588853,0.0
0.21996695,0.24422091,0.7731269,0.12870336,0.03425294,1.0
0.19393969,0.62746376,0.6534042,0.20133388,0.68274087,1.0
0.78230715,0.74392384,0.83984095,0.41640663,0.9557221,1.0
0.20586574,0.5684261,0.0031132698,0.66155237,0.6284638,1.0
0.9269305,0.5845388,0.38331723,0.92505676,0.39601356,1.0
0.40335798,0.56214476,0.76834154,0.1395151,0.548405,1.0
0.52505,0.1118567,0.3240741,0.33563882,0.7194548,0.0
0.36800408,0.7418376,0.39757758,0.5534159,0.97685736,0.0
0.30002826,0.30844486,0.9982273,0.28301102,0.77912045,0.0
0.25721544,0.73249555,0.37481487,0.37391716,0.71288097,1.0
0.90151966,0.8369121,0.4200526,0.8665171,0.5756706,0.0
0.9772367,0.15540665,0.4478264,0.022363245,0.40457124,0.0
0.5478825,0.04327476,0.7400351,0.95561314,0.8762821,0.0
0.5845569,0.79046184,0.8890483,0.8333259,0.6595225,0.0
0.39241612,0.23957086,0.6233213,0.90635866,0.46021926,0.0
0.1792221,0.4602456,0.31177258,0.9606295,0.7593247,0.0
0.88361347,0.7197506,0.005035281,0.0856235,0.54335415,0.0
0.113514364,0.6506592,0.0017332435,0.8062311,0.80532277,1.0
0.42844802,0.81475526,0.29518914,0.051773727,0.021487713,1.0
0.31253064,0.44670534,0.73473924,0.38691688,0.13971102,1.0
0.97231036,0.5456409,0.18873495,0.4911372,0.9964143,1.0
0.6978984,0.8476898,0.6577553,0.82964873,0.06606209,1.0
0.67826253,0.5867766,0.4487527,0.26230943,0.99876136,0.0
0.95061356,0.5526835,0.56616,0.29692918,0.35961628,1.0
0.73719054,0.4237504,0.44570988,0.3861984,0.9736275,1.0
0.5999432,0.21902132,0.28624612,0.74729574,0.19022149,1.0
0.24773538,0.8087687,0.15321738,0.13606519,0.62851304,1.0
0.9648733,0.82225263,0.8511658,0.6181875,0.11390966,1.0
0.652194,0.12868929,0.18201923,0.3805629,0.4896978,0.0
0.23921394,0.10398775,0.731239,0.010490894,0.8988659,1.0
0.8142243,0.5440869,0.22200167,0.24574369,0.41663194,1.0
0.3675511,0.53492355,0.6662263,0.1788351,0.86935323,1.0
0.6603585,0.94546455,0.34146726,0.7689256,0.88443446,0.0
0.89093906,0.86950827,0.08685297,0.107091725,0.7868247,0.0
0.825753,0.5501118,0.6492632,0.8792089,0.29094082,0.0
0.42604226,0.6889963,0.57774085,0.4739803,0.37400836,0.0
0.19057703,0.25541717,0.89153737,0.9061692,0.6331784,1.0
0.9412985,0.46539557,0.57667613,0.2663924,0.2063222,0.0
0.017971814,0.14877158,0.60044235,0.2710212,0.3772704,1.0
0.48518157,0.7907939,0.032387555,0.82775676,0.19875896,1.0
0.8646462,0.2121281,0.616971,0.32209587,0.30202883,0.0
0.8301702,0.761535,0.7724528,0.8243762,0.9031301,1.0
0.44658446,0.24441129,0.65806246,0.076657295,0.18647236,1.0
0.86054015,0.004866421,0.33075726,0.6628831,0.095486164,1.0
0.6481526,0.8384049,0.01606983,0.44263297,0.19083512,1.0
0.47506893,0.5436258,0.3787629,0.96840125,0.4650542,1.0
0.7689478,0.6004108,0.07295376,0.42808282,0.042870045,1.0
0.9826706,0.2765935,0.010522485,0.4758669,0.1572349,0.0
0.58191496,0.35629976,0.7350669,0.94020957,0.044493437,1.0
0.05381626,0.45708197,0.37338096,0.6398893,0.49467754,0.0
0.89244545,0.26682943,0.8673783,0.23313642,0.17947441,1.0
0.6580842,0.6401175,0.64085156,0.8401883,0.08942586,0.0
0.47151852,0.30775326,0.3142904,0.3071105,0.1833325,1.0
0.10825974,0.8106022,0.49301016,0.7868822,0.6588719,0.0
0.39082468,0.6172916,0.4839499,0.498371,0.015740037,1.0
0.39070082,0.044432282,0.07277769,0.403359,0.7454564,1.0
0.8434025,0.858679,0.48676425,0.68376905,0.09044194,0.0
0.74263245,0.4069056,0.97714996,0.44518435,0.5022717,1.0
0.8866523,0.030492723,0.6429789,0.8272485,0.55791605,1.0
0.8132391,0.40862,0.15506607,0.3891806,0.7171665,1.0
0.047451675,0.67439103,0.49938428,0.22830886,0.4846326,1.0
0.5651114,0.68677825,0.7928,0.95026106,0.98488355,0.0
0.5145983,0.08269638,0.54247534,0.6096199,0.20530403,1.0
0.8182661,0.65022016,0.38535732,0.16863817,0.41958487,0.0
0.77464306,0.16139543,0.5212163,0.68558514,0.6864713,0.0
0.7045036,0.25828964,0.012180209,0.033020318,0.54562175,1.0
0.45741677,0.9891719,0.23397326,0.9003117,0.049711168,1.0
0.97181964,0.3088299,0.3527959,0.20314509,0.94782615,0.0
0.3002792,0.3501904,0.8473693,0.61133635,0.61471444,1.0
0.53873175,0.2843098,0.47204208,0.40381324,0.4453802,1.0
0.045856714,0.02231735,0.79786843,0.5179256,0.552328,1.0
0.4289207,0.32363695,0.25851643,0.8550601,0.5120634,0.0
0.25058216,0.34166032,0.7118362,0.9814487,0.6193743,0.0
0.7199033,0.27555114,0.25069124,0.5207481,0.63823086,1.0
0.7694959,0.8785682,0.12686074,0.51493984,0.5605113,0.0
0.37277657,0.57109195,0.019114554,0.70767903,0.9540927,1.0
0.14373726,0.41869837,0.96348774,0.456415,0.53409857,1.0
0.71541435,0.7707771,0.5392534,0.7460454,0.4353403,0.0
0.4930148,0.36363095,0.047826827,0.9469209,0.23793924,0.0
0.48743618,0.060070693,0.1851098,0.086349785,0.82264066,0.0
0.89036167,0.30138862,0.8065564,0.50701094,0.7250836,0.0
0.7060862,0.66009843,0.99473286,0.97212416,0.3219555,1.0
0.17562258,0.7344203,0.6636961,0.3450743,0.57107705,1.0
0.72468066,0.057013154,0.85985816,0.23216736,0.7200666,0.0
0.87818015,0.23286343,0.058365762,0.7464359,0.81913745,1.0
0.98617196,0.71137464,0.84092844,0.70921355,0.85490215,0.0
0.9706698,0.22346443,0.70887345,0.34331125,0.13441312,0.0
0.3206826,0.8811401,0.9712284,0.20206082,0.28367174,1.0
0.19025207,0.25089115,0.12053168,0.14973038,0.042615592,0.0
0.7368768,0.7272251,0.79159313,0.6462518,0.39551115,0.0
0.29571337,0.02948606,0.59172887,0.6869581,0.41868597,1.0
0.18017519,0.34049654,0.32869714,0.41960305,0.33424336,1.0
0.3632961,0.9028295,0.86291546,0.9520647,0.1704331,0.0
0.99315256,0.41712123,0.33137268,0.48572093,0.11682546,0.0
0.10513663,0.9488348,0.5029053,0.2513253,0.39210218,0.0
0.49681145,0.19406992,0.7811279,0.30270004,0.16754627,0.0
0.07882792,0.5259364,0.28483236,0.06483251,0.8033937,0.0
0.4165234,0.5350709,0.4508189,0.90546346,0.7045153,0.0
0.5459481,0.02718556,0.72189337,0.21247417,0.7025628,0.0
0.7720517,0.29242092,0.50040084,0.0583508,0.25877905,1.0
0.66529024,0.3331455,0.29273564,0.22694272,0.15667045,0.0
0.87138534,0.328268,0.93061626,0.22001368,0.5318442,0.0
0.91222084,0.4866649,0.9374967,0.57093424,0.410096,1.0
0.40769607,0.5534125,0.82141364,0.5349595,0.81339,0.0
0.8269292,0.08671653,0.9263951,0.51260114,0.82372814,0.0
0.15014023,0.47030735,0.13471442,0.47829866,0.38467765,0.0
0.97245765,0.114949465,0.7571102,0.82225764,0.4783188,1.0
0.0025606751,0.7258537,0.56480324,0.8193988,0.1289224,1.0
0.83620334,0.6499643,0.7717555,0.9398224,0.19259006,0.0
0.92128193,0.68647623,0.8849645,0.29529238,0.944439,0.0
0.99393123,0.95865333,0.7234021,0.67721903,0.4490078,0.0
0.24856567,0.8043755,0.99438715,0.43855733,0.19635576,0.0
0.6854091,0.58382183,0.37473357,0.92762893,0.84863347,0.0
0.95928985,0.97602445,0.7609572,0.053530276,0.47710586,0.0
0.69955736,0.7612215,0.7272703,0.72677064,0.11804557,0.0
0.84225655,0.57782227,0.47372073,0.17265993,0.5224486,0.0
0.118272126,0.683756,0.19172144,0.9755671,0.7191945,0.0
0.43759465,0.06570029,0.08348012,0.31293416,0.69932073,1.0
0.42250186,0.069386125,0.8611453,0.18578243,0.9970371,1.0
0.42157358,0.16480947,0.2536481,0.58951247,0.46192938,0.0
0.6859008,0.16055024,0.44702905,0.7323065,0.84879315,1.0
0.006957054,0.64121175,0.3703981,0.6963707,0.5755649,0.0
0.07836342,0.33531845,0.681507,0.5764141,0.32908988,1.0
0.23794347,0.33871186,0.7300459,0.5474719,0.55953366,1.0
0.61268914,0.9887076,0.070610344,0.8837618,0.6370486,1.0
0.39228404,0.9152172,0.51844025,0.8246404,0.4111269,1.0
0.2076186,0.49334216,0.39746457,0.62762886,0.010606587,0.0
0.7080503,0.18264234,0.9322022,0.49810076,0.09025663,1.0
0.9076768,0.3988307,0.47494745,0.6331494,0.3096732,0.0
0.73128057,0.61922777,0.96514803,0.15506828,0.72996175,0.0
0.8081401,0.72656447,0.3165052,0.89154553,0.7452271,0.0
0.64494324,0.8592765,0.86185443,0.9286481,0.38677746,0.0
0.3520223,0.4248572,0.5470505,0.92627084,0.49587405,0.0
0.9484928,0.20790464,0.9116446,0.14906979,0.6146845,1.0
0.52444255,0.4389025,0.70479625,0.10205686,0.96214926,1.0
0.45891726,0.29158592,0.4600463,0.9325192,0.94139355,1.0
0.17364663,0.7717174,0.27233106,0.6960642,0.81551504,0.0
0.9580132,0.64395064,0.47798818,0.06383431,0.44099706,0.0
0.81922597,0.40765995,0.13567632,0.036601603,0.68676597,1.0
0.31281054,0.42711836,0.4619311,0.6314534,0.2223717,1.0
0.07489616,0.5927833,0.42240095,0.08621895,0.081787705,1.0
0.09583914,0.5406101,0.26580405,0.6153189,0.37344706,1.0
0.92831856,0.82462627,0.09967345,0.848592,0.65333885,1.0
0.59062976,0.66745174,0.13607776,0.95384,0.6920414,1.0
0.92227334,0.15135705,0.57181275,0.89449924,0.9033744,0.0
0.4808665,0.32618368,0.33376682,0.026953757,0.21532273,0.0
0.97092175,0.7891027,0.5627892,0.83523583,0.93350565,0.0
0.70547384,0.38494635,0.57305425,0.5319484,0.04969001,0.0
0.8056004,0.7329534,0.64617854,0.23404938,0.7092497,0.0
0.9417538,0.04651189,0.58098733,0.20472407,0.7187851,1.0
0.96540636,0.15906489,0.25501472,0.41224623,0.95644295,0.0
0.88230574,0.51851255,0.80850935,0.31334925,0.96473867,1.0
0.7885079,0.4445461,0.631922,0.88743395,0.6447786,1.0
